id,p1_poke1,p1_poke2,p1_poke3,p1_poke4,p1_poke5,p1_poke6,p2_poke1,p2_poke2,p2_poke3,p2_poke4,p2_poke5,p2_poke6,p1_choice,p2_choice
1611,Xatu,Forretress,Ninetales,Volcarona,Heatran,Dragonite,Excadrill,Tyranitar,Jellicent,Landorus-Therian,Ferrothorn,Latios,Ninetales,Latios
1612,Scizor,Rotom-Wash,Celebi,Terrakion,Landorus-Therian,Keldeo,Tyranitar,Landorus-Therian,Heatran,Garchomp,Keldeo-Resolute,Latios,Rotom-Wash,Keldeo-Resolute
1613,Bronzong,Hippowdon,Skarmory,Latias,Reuniclus,Clefable,Tyranitar,Keldeo,Landorus-Therian,Alakazam,Ferrothorn,Latios,Skarmory,Keldeo
1614,Tyranitar,Keldeo,Landorus-Therian,Alakazam,Ferrothorn,Latios,Gastrodon-East,Excadrill,Breloom,Tyranitar,Alakazam,Garchomp,Landorus-Therian,Gastrodon-East
1615,Thundurus-Therian,Scizor,Ferrothorn,Tentacruel,Politoed,Keldeo-Resolute,Excadrill,Breloom,Rotom-Wash,Tyranitar,Landorus-Therian,Latios,Politoed,Rotom-Wash
1616,Haxorus,Uxie,Mew,Lucario,Gyarados,Mamoswine,Scizor,Lucario,Skarmory,Jellicent,Alakazam,Latios,Mew,Scizor
1617,Breloom,Scizor,Starmie,Garchomp,Cloyster,Latios,Excadrill,Hippowdon,Magnezone,Reuniclus,Ferrothorn,Latios,Garchomp,Ferrothorn
1618,Rotom-Wash,Tyranitar,Skarmory,Reuniclus,Alakazam,Flygon,Thundurus-Therian,Xatu,Skarmory,Gyarados,Honchkrow,Dragonite,Tyranitar,Thundurus-Therian
1619,Mew,Lucario,Tyranitar,Gliscor,Ferrothorn,Latios,Scizor,Rotom-Wash,Celebi,Tyranitar,Landorus-Therian,Gliscor,Mew,Landorus-Therian
1620,Forretress,Tyranitar,Keldeo,Celebi,Jirachi,Gliscor,Breloom,Scizor,Rotom-Wash,Jirachi,Politoed,Latios,Celebi,Jirachi
1621,Toxicroak,Celebi,Skarmory,Jirachi,Tentacruel,Politoed,Tyranitar,Reuniclus,Landorus-Therian,Ferrothorn,Keldeo-Resolute,Latios,Celebi,Latios
1622,Scizor,Toxicroak,Rotom-Wash,Jirachi,Tentacruel,Politoed,Tyranitar,Terrakion,Landorus-Therian,Alakazam,Ferrothorn,Jellicent,Scizor,Ferrothorn
1623,Bronzong,Conkeldurr,Tyranitar,Reuniclus,Infernape,Jellicent,Hippowdon,Scizor,Jellicent,Ferrothorn,Garchomp,Latios,Infernape,Hippowdon
1624,Moltres,Tentacruel,Jirachi,Tornadus,Amoonguss,Politoed,Breloom,Scizor,Skarmory,Terrakion,Suicune,Latios,Tentacruel,Skarmory
1625,Rotom-Wash,Tyranitar,Landorus-Therian,Alakazam,Ferrothorn,Latios,Gastrodon,Azumarill,Jirachi,Tornadus,Landorus-Therian,Politoed,Ferrothorn,Politoed
1626,Chansey,Skarmory,Tangrowth,Jirachi,Tentacruel,Politoed,Excadrill,Rotom-Wash,Ninetales,Heatran,Lilligant,Latios,Politoed,Rotom-Wash
1627,Xatu,Ferrothorn,Salamence,Magnezone,Latias,Politoed,Tyranitar,Magnezone,Landorus-Therian,Amoonguss,Snorlax,Slowbro,Xatu,Magnezone
1628,Kyurem-Black,Magnezone,Jirachi,Latias,Garchomp,Latios,Excadrill,Magnezone,Suicune,Mamoswine,Yanmega,Dragonite,Kyurem-Black,Mamoswine
1629,Thundurus-Therian,Breloom,Ferrothorn,Tentacruel,Politoed,Latios,Crawdaunt,Bronzong,Terrakion,Chandelure,Porygon2,Reuniclus,Latios,Porygon2
1630,Rotom-Wash,Tyranitar,Jirachi,Landorus-Therian,Garchomp,Latios,Excadrill,Slaking,Rotom-Wash,Kyurem-Black,Skarmory,Gliscor,Jirachi,Rotom-Wash
1631,Scizor,Suicune,Blissey,Zoroark,Alakazam,Garchomp,Bronzong,Gallade,Conkeldurr,Reuniclus,Dragonite,Jellicent,Garchomp,Bronzong
1632,Scizor,Rotom-Wash,Kyurem-Black,Latias,Landorus-Therian,Keldeo-Resolute,Scizor,Skarmory,Volcarona,Landorus-Therian,Starmie,Cloyster,Rotom-Wash,Skarmory
1633,Aerodactyl,Breloom,Scizor,Gyarados,Krookodile,Latios,Tyranitar,Skarmory,Gliscor,Gastrodon,Reuniclus,Alakazam,Aerodactyl,Gliscor
1634,Breloom,Volcarona,Jirachi,Azelf,Cloyster,Latios,Bronzong,Hippowdon,Skarmory,Reuniclus,Clefable,Latios,Azelf,Hippowdon
1635,Rotom-Wash,Tyranitar,Gliscor,Ferrothorn,Garchomp,Latios,Riolu,Forretress,Gengar,Starmie,Politoed,Shedinja,Latios,Forretress
1636,Thundurus-Therian,Ferrothorn,Keldeo,Tentacruel,Politoed,Latios,Excadrill,Scizor,Toxicroak,Rotom-Wash,Politoed,Latios,Ferrothorn,Politoed
1637,Scizor,Tyranitar,Landorus-Therian,Keldeo,Garchomp,Latios,Xatu,Hippowdon,Scizor,Rotom-Wash,Jirachi,Garchomp,Latios,Jirachi
1638,Thundurus-Therian,Breloom,Gengar,Scizor,Skarmory,Alakazam,Sigilyph,Abomasnow,Jirachi,Starmie,Infernape,Walrein,Skarmory,Starmie
1639,Tyranitar,Kyurem-Black,Magnezone,Gliscor,Starmie,Amoonguss,Alakazam,Tyranitar,Gliscor,Keldeo,Ferrothorn,Latios,Amoonguss,Keldeo
1640,Thundurus-Therian,Excadrill,Skarmory,Latios,Keldeo-Resolute,Jellicent,Breloom,Keldeo,Skarmory,Volcarona,Alakazam,Mamoswine,Skarmory,Volcarona
1641,Tyranitar,Landorus-Therian,Alakazam,Ferrothorn,Garchomp,Latios,Volcarona,Jirachi,Starmie,Garchomp,Keldeo-Resolute,Dragonite,Ferrothorn,Garchomp
1642,Celebi,Kyurem-Black,Magnezone,Jirachi,Landorus-Therian,Dragonite,Kyurem,Forretress,Abomasnow,Heatran,Gliscor,Jellicent,Dragonite,Heatran
1643,Tyranitar,Gastrodon,Reuniclus,Gliscor,Ferrothorn,Latios,Rotom-Wash,Tyranitar,Landorus-Therian,Alakazam,Ferrothorn,Latios,Gliscor,Landorus-Therian
1644,Breloom,Scizor,Volcarona,Starmie,Garchomp,Dragonite,Gengar,Tyranitar,Heatran,Amoonguss,Garchomp,Slowbro,Garchomp,Gengar
1645,Excadrill,Slowking,Kyurem-Black,Heatran,Garchomp,Latios,Tyranitar,Skarmory,Reuniclus,Heatran,Garchomp,Jellicent,Kyurem-Black,Garchomp
1646,Breloom,Tyranitar,Gastrodon,Alakazam,Regirock,Ferrothorn,Forretress,Venusaur,Ninetales,Dugtrio,Wobbuffet,Latios,Breloom,Dugtrio
1647,Scizor,Tyranitar,Magnezone,Terrakion,Landorus-Therian,Latios,Gothitelle,Chansey,Ferrothorn,Skarmory,Tentacruel,Politoed,Landorus-Therian,Politoed
1648,Breloom,Scizor,Keldeo,Alakazam,Garchomp,Froslass,Thundurus-Therian,Breloom,Kyurem-Black,Jirachi,Starmie,Politoed,Breloom,Thundurus-Therian
1649,Breloom,Bronzong,Toxicroak,Gastrodon,Tornadus,Politoed,Slowking,Tyranitar,Terrakion,Landorus-Therian,Heatran,Latios,Bronzong,Landorus-Therian
1650,Forretress,Chansey,Sableye,Gliscor,Amoonguss,Slowbro,Thundurus-Therian,Excadrill,Toxicroak,Ferrothorn,Tornadus,Politoed,Chansey,Politoed
1651,Slowking,Tyranitar,Skarmory,Mienshao,Garchomp,Latios,Thundurus-Therian,Excadrill,Jirachi,Amoonguss,Politoed,Keldeo-Resolute,Mienshao,Politoed
1652,Celebi,Ferrothorn,Terrakion,Landorus-Therian,Tentacruel,Politoed,Kyurem,Excadrill,Toxicroak,Gyarados,Tornadus,Politoed,Landorus-Therian,Toxicroak
1653,Xatu,Diglett,Toxicroak,Ferrothorn,Latias,Politoed,Gengar,Rotom-Wash,Tyranitar,Reuniclus,Ferrothorn,Garchomp,Xatu,Gengar
1654,Forretress,Hippowdon,Toxicroak,Umbreon,Hydreigon,Infernape,Excadrill,Breloom,Salamence,Jirachi,Tornadus,Dragonite,Toxicroak,Breloom
1655,Excadrill,Rotom-Wash,Tyranitar,Skarmory,Gliscor,Latios,Forretress,Kyurem-Black,Landorus-Therian,Heatran,Keldeo-Resolute,Latios,Tyranitar,Landorus-Therian
1656,Excadrill,Breloom,Ninetales,Latias,Landorus-Therian,Heatran,Tyranitar,Keldeo,Landorus-Therian,Alakazam,Ferrothorn,Latios,Landorus-Therian,Tyranitar
1657,Excadrill,Tyranitar,Terrakion,Gliscor,Amoonguss,Slowbro,Omastar,Abomasnow,Salamence,Jirachi,Starmie,Mamoswine,Terrakion,Jirachi
1658,Kyurem-Black,Skarmory,Magnezone,Landorus-Therian,Dragonite,Latios,Breloom,Scizor,Volcarona,Starmie,Garchomp,Dragonite,Skarmory,Volcarona
1659,Throh,Bisharp,Hydreigon,Jirachi,Chandelure,Starmie,Tyranitar,Keldeo,Landorus-Therian,Alakazam,Ferrothorn,Latios,Jirachi,Landorus-Therian
1660,Kyurem,Abomasnow,Volcarona,Jirachi,Starmie,Dragonite,Tyranitar,Keldeo,Landorus-Therian,Alakazam,Ferrothorn,Latios,Kyurem,Landorus-Therian
1661,Excadrill,Rotom-Wash,Celebi,Tyranitar,Landorus-Therian,Garchomp,Excadrill,Tyranitar,Latias,Landorus-Therian,Clefable,Slowbro,Rotom-Wash,Landorus-Therian
1662,Terrakion,Jirachi,Landorus-Therian,Starmie,Mamoswine,Latios,Thundurus-Therian,Xatu,Forretress,Ninetales,Volcarona,Heatran,Jirachi,Ninetales
1663,Kyurem-Black,Magnezone,Jirachi,Garchomp,Dragonite,Latios,Thundurus-Therian,Scizor,Volcarona,Keldeo,Ferrothorn,Garchomp,Kyurem-Black,Garchomp
1664,Kyurem-Black,Skarmory,Blissey,Jolteon,Politoed,Espeon,Riolu,Forretress,Gengar,Starmie,Politoed,Shedinja,,
1665,Excadrill,Rotom-Wash,Celebi,Tyranitar,Landorus-Therian,Keldeo,Breloom,Scizor,Keldeo,Starmie,Garchomp,Dragonite,Rotom-Wash,Garchomp
1666,Rotom-Wash,Tyranitar,Jirachi,Landorus-Therian,Garchomp,Latios,Hippowdon,Bronzong,Skarmory,Reuniclus,Alakazam,Latios,Garchomp,Bronzong
1667,Moltres,Tentacruel,Jirachi,Tornadus,Amoonguss,Politoed,Breloom,Tyranitar,Jirachi,Landorus-Therian,Alakazam,Latios,Tornadus,Breloom
1668,Breloom,Scizor,Rotom-Wash,Alakazam,Mamoswine,Dragonite,Tyranitar,Hydreigon,Mienshao,Keldeo,Garchomp,Jellicent,Mamoswine,Mienshao
1669,Zapdos,Scizor,Rotom-Wash,Heatran,Keldeo,Garchomp,Rotom-Wash,Roserade,Hydreigon,Magnezone,Keldeo,Politoed,Rotom-Wash,Roserade
1670,Scizor,Abomasnow,Kyurem-Black,Reuniclus,Landorus-Therian,Tentacruel,Scizor,Kyurem-Black,Salamence,Magnezone,Mamoswine,Latios,Abomasnow,Scizor
1671,Ditto,Rotom-Wash,Registeel,Celebi,Latias,Landorus-Therian,Toxicroak,Ferrothorn,Gastrodon,Volcarona,Starmie,Politoed,Celebi,Politoed
1672,Scizor,Conkeldurr,Salamence,Garchomp,Azelf,Dragonite,Ditto,Riolu,Gengar,Mew,Abomasnow,Liepard,Azelf,Ditto
1673,Thundurus-Therian,Scizor,Ferrothorn,Tornadus,Tentacruel,Politoed,Hippowdon,Scizor,Jellicent,Ferrothorn,Garchomp,Latios,Politoed,Latios
1674,Kyurem,Chansey,Tyranitar,Skarmory,Tentacruel,Politoed,Thundurus-Therian,Toxicroak,Lucario,Ferrothorn,Latias,Politoed,Kyurem,Politoed
1675,Tyranitar,Skarmory,Latias,Heatran,Gliscor,Jellicent,Ditto,Xatu,Excadrill,Scizor,Chansey,Slowbro,Tyranitar,Xatu
1676,Kyurem-Black,Magnezone,Jirachi,Reuniclus,Garchomp,Latios,Breloom,Scizor,Volcarona,Starmie,Garchomp,Dragonite,Jirachi,Breloom
1677,Weavile,Landorus-Therian,Heatran,Starmie,Ferrothorn,Latios,Tyranitar,Gastrodon,Terrakion,Jirachi,Latias,Landorus-Therian,Landorus-Therian,Tyranitar
1678,Xatu,Diglett,Salamence,Volcarona,Jirachi,Politoed,Excadrill,Breloom,Salamence,Jirachi,Tornadus,Dragonite,Jirachi,Dragonite
1679,Breloom,Ferrothorn,Kyurem-Black,Jirachi,Politoed,Keldeo-Resolute,Lucario,Tyranitar,Gastrodon,Landorus-Therian,Heatran,Latios,Politoed,Heatran
1680,Breloom,Metagross,Latias,Chandelure,Dugtrio,Starmie,Forretress,Hippowdon,Toxicroak,Umbreon,Hydreigon,Infernape,Breloom,Infernape
1681,Tyranitar,Keldeo,Skarmory,Alakazam,Amoonguss,Flygon,Gastrodon,Azumarill,Jirachi,Tornadus,Landorus-Therian,Politoed,Amoonguss,Politoed
1682,Breloom,Scizor,Volcarona,Starmie,Garchomp,Dragonite,Hydreigon,Ninetales,Volcarona,Landorus-Therian,Starmie,Ferrothorn,Garchomp,Hydreigon
1683,Excadrill,Breloom,Zapdos,Celebi,Heatran,Azelf,Excadrill,Hippowdon,Magnezone,Reuniclus,Ferrothorn,Latios,Breloom,Hippowdon
1684,Excadrill,Tyranitar,Landorus-Therian,Keldeo,Ferrothorn,Latios,Excadrill,Tyranitar,Landorus-Therian,Keldeo,Ferrothorn,Latios,Landorus-Therian,Ferrothorn
1685,Forretress,Umbreon,Magnezone,Landorus-Therian,Keldeo,Politoed,Tyranitar,Keldeo,Landorus-Therian,Alakazam,Ferrothorn,Latios,Landorus-Therian,Landorus-Therian
1686,Bronzong,Gallade,Conkeldurr,Reuniclus,Dragonite,Jellicent,Excadrill,Rotom-Wash,Ninetales,Victini,Latias,Landorus-Therian,Bronzong,Ninetales
1687,Metagross,Salamence,Magnezone,Garchomp,Dragonite,Latios,Omastar,Conkeldurr,Gyarados,Jirachi,Dugtrio,Latios,Metagross,Dugtrio
1688,Slowking,Scizor,Hydreigon,Virizion,Gyarados,Donphan,Dragonite,Magnezone,Volcarona,Jirachi,Starmie,Cloyster,Hydreigon,Starmie
1689,Kyurem-Black,Magnezone,Jirachi,Starmie,Garchomp,Dragonite,Scizor,Rotom-Wash,Celebi,Terrakion,Landorus-Therian,Keldeo,Jirachi,Landorus-Therian
1690,Thundurus-Therian,Ferrothorn,Keldeo,Tentacruel,Politoed,Latios,Scizor,Dragonite,Milotic,Espeon,Virizion,Donphan,Politoed,Milotic
1691,Breloom,Scizor,Volcarona,Starmie,Garchomp,Dragonite,Kyurem,Slowking,Abomasnow,Skarmory,Donphan,Latios,Volcarona,Donphan
1692,Thundurus-Therian,Gyarados,Politoed,Blastoise,Ferrothorn,Latios,Scizor,Magnezone,Starmie,Mamoswine,Garchomp,Dragonite,Politoed,Dragonite
1693,Excadrill,Scizor,Starmie,Infernape,Dragonite,Latios,Forretress,Hippowdon,Celebi,Latias,Landorus-Therian,Slowbro,Infernape,Hippowdon
1694,Kyurem,Aerodactyl,Breloom,Abomasnow,Bisharp,Tentacruel,Gothitelle,Breloom,Gengar,Tyranitar,Skarmory,Staraptor,Aerodactyl,Breloom
1695,Lucario,Volcarona,Vaporeon,Serperior,Espeon,Dragonite,Thundurus-Therian,Scizor,Lucario,Landorus-Therian,Alakazam,Ferrothorn,Volcarona,Landorus-Therian
1696,Excadrill,Rotom-Wash,Tyranitar,Victini,Alakazam,Latios,Excadrill,Tyranitar,Landorus-Therian,Alakazam,Ferrothorn,Latios,Excadrill,Tyranitar
1697,Mienshao,Jirachi,Heatran,Gliscor,Virizion,Slowbro,Forretress,Tyranitar,Keldeo,Celebi,Jirachi,Gliscor,Mienshao,Gliscor
1698,Haxorus,Thundurus-Therian,Ferrothorn,Vaporeon,Tentacruel,Politoed,Xatu,Venusaur,Ninetales,Victini,Jirachi,Dugtrio,Vaporeon,Jirachi
1699,Thundurus-Therian,Toxicroak,Ferrothorn,Gyarados,Politoed,Dragonite,Kyurem,Chansey,Skarmory,Gliscor,Tentacruel,Politoed,Politoed,Chansey
1700,Breloom,Scizor,Jirachi,Landorus-Therian,Starmie,Latios,Tyranitar,Magnezone,Landorus-Therian,Starmie,Amoonguss,Dragonite,Breloom,Landorus-Therian
1701,Toxicroak,Ferrothorn,Hydreigon,Politoed,Garchomp,Latios,Scizor,Tyranitar,Magnezone,Terrakion,Landorus-Therian,Latios,Politoed,Tyranitar
1702,Thundurus-Therian,Ferrothorn,Vaporeon,Tornadus,Starmie,Politoed,Abomasnow,Heatran,Alakazam,Tentacruel,Mamoswine,Walrein,Ferrothorn,Abomasnow
1703,Breloom,Scizor,Volcarona,Starmie,Garchomp,Dragonite,Breloom,Scizor,Volcarona,Starmie,Garchomp,Dragonite,Dragonite,Breloom
1704,Haxorus,Scizor,Kyurem-Black,Magnezone,Keldeo,Garchomp,Tyranitar,Jirachi,Landorus-Therian,Keldeo,Garchomp,Latios,Kyurem-Black,Jirachi
1705,Chansey,Politoed,Blastoise,Landorus-Therian,Keldeo,Ferrothorn,Excadrill,Rotom-Wash,Celebi,Tyranitar,Terrakion,Landorus-Therian,Chansey,Landorus-Therian
1706,Gengar,Tyranitar,Skarmory,Gastrodon,Reuniclus,Gliscor,Breloom,Scizor,Volcarona,Starmie,Garchomp,Dragonite,Reuniclus,Volcarona
1707,Kyurem-Black,Magnezone,Jirachi,Garchomp,Dragonite,Latios,Kyurem-Black,Salamence,Magnezone,Jirachi,Garchomp,Latios,Jirachi,Jirachi
1708,Scizor,Terrakion,Volcarona,Heatran,Starmie,Dragonite,Abomasnow,Skarmory,Jellicent,Reuniclus,Garchomp,Latios,Terrakion,Skarmory
1709,Kyurem-Black,Magnezone,Jirachi,Garchomp,Dragonite,Latios,Kyurem-Black,Magnezone,Jirachi,Reuniclus,Garchomp,Latios,Jirachi,Jirachi
1710,Excadrill,Feraligatr,Kyurem-Black,Tornadus,Politoed,Dragonite,Scizor,Tyranitar,Magnezone,Terrakion,Landorus-Therian,Latios,Dragonite,Latios
1711,Riolu,Forretress,Gengar,Starmie,Politoed,Shedinja,Tyranitar,Keldeo,Landorus-Therian,Alakazam,Ferrothorn,Latios,Forretress,Landorus-Therian
1712,Excadrill,Tyranitar,Terrakion,Blissey,Landorus-Therian,Jellicent,Scizor,Tyranitar,Mienshao,Landorus-Therian,Ferrothorn,Slowbro,Landorus-Therian,Landorus-Therian
1713,Dragonite,Magnezone,Jirachi,Starmie,Garchomp,Cloyster,Toxicroak,Ferrothorn,Tornadus,Landorus-Therian,Tentacruel,Politoed,Garchomp,Politoed
1714,Scizor,Tyranitar,Magnezone,Terrakion,Landorus-Therian,Latios,Thundurus-Therian,Xatu,Skarmory,Gyarados,Honchkrow,Dragonite,Tyranitar,Thundurus-Therian
1715,Kyurem-Black,Salamence,Magnezone,Jirachi,Garchomp,Latios,Toxicroak,Ferrothorn,Tornadus,Tentacruel,Politoed,Virizion,Jirachi,Ferrothorn
1716,Scizor,Tyranitar,Landorus-Therian,Reuniclus,Ferrothorn,Slowbro,Forretress,Tyranitar,Celebi,Magnezone,Gliscor,Snorlax,Landorus-Therian,Forretress
1717,Scizor,Kyurem-Black,Salamence,Magnezone,Starmie,Garchomp,Gengar,Scizor,Kyurem-Black,Skarmory,Garchomp,Latios,Scizor,Skarmory
1718,Scizor,Tyranitar,Magnezone,Terrakion,Landorus-Therian,Latios,Forretress,Salamence,Ninetales,Heatran,Cresselia,Lilligant,Tyranitar,Lilligant
1719,Breloom,Tyranitar,Jirachi,Landorus-Therian,Heatran,Jellicent,Breloom,Rotom-Wash,Salamence,Terrakion,Jirachi,Mamoswine,Landorus-Therian,Breloom
1720,Scizor,Mew,Tyranitar,Keldeo,Garchomp,Latios,Breloom,Jirachi,Landorus-Therian,Starmie,Politoed,Keldeo-Resolute,Mew,Politoed
1721,Forretress,Breloom,Sableye,Rotom-Wash,Volcarona,Staraptor,Charizard,Slowbro,Jolteon,Machamp,Cinccino,Cloyster,Sableye,Jolteon
1722,Bronzong,Ferrothorn,Tornadus,Gliscor,Tentacruel,Politoed,Thundurus-Therian,Ferrothorn,Keldeo,Amoonguss,Politoed,Latios,Gliscor,Ferrothorn
1723,Scizor,Celebi,Skarmory,Hydreigon,Heatran,Alakazam,Kyurem,Chansey,Skarmory,Gliscor,Tentacruel,Politoed,Celebi,Gliscor
1724,Toxicroak,Ferrothorn,Gastrodon,Volcarona,Starmie,Politoed,Scizor,Sawk,Starmie,Ferrothorn,Garchomp,Dragonite,Ferrothorn,Sawk
1725,Excadrill,Chansey,Ninetales,Victini,Cresselia,Garchomp,Tyranitar,Jirachi,Landorus-Therian,Keldeo,Garchomp,Latios,Ninetales,Landorus-Therian
1726,Hippowdon,Latios,Heatran,Alakazam,Ferrothorn,Jellicent,Excadrill,Tyranitar,Skarmory,Volcarona,Amoonguss,Slowbro,Hippowdon,Skarmory
1727,Scizor,Magnezone,Landorus-Therian,Starmie,Garchomp,Dragonite,Thundurus-Therian,Conkeldurr,Gyarados,Heatran,Ferrothorn,Latios,Garchomp,Heatran
1728,Scizor,Tyranitar,Magnezone,Terrakion,Landorus-Therian,Latios,Bronzong,Tyranitar,Magnezone,Landorus-Therian,Keldeo,Roserade,Landorus-Therian,Landorus-Therian
1729,Scizor,Kyurem-Black,Salamence,Magnezone,Mamoswine,Latios,Excadrill,Tangrowth,Terrakion,Jirachi,Dragonite,Latios,Magnezone,Jirachi
1730,Scizor,Ferrothorn,Tornadus,Gliscor,Tentacruel,Politoed,Excadrill,Scizor,Volcarona,Gyarados,Espeon,Dragonite,Scizor,Excadrill
1731,Rotom-Wash,Tyranitar,Jirachi,Landorus-Therian,Keldeo,Garchomp,Alakazam,Tyranitar,Skarmory,Milotic,Garchomp,Latios,Rotom-Wash,Latios
1732,Breloom,Feraligatr,Weavile,Jirachi,Landorus-Therian,Politoed,Tyranitar,Skarmory,Latias,Heatran,Gliscor,Jellicent,Breloom,Tyranitar
1733,Conkeldurr,Tyranitar,Magnezone,Landorus-Therian,Tentacruel,Jellicent,Moltres,Skarmory,Gastrodon,Jirachi,Tentacruel,Politoed,Landorus-Therian,Moltres
1734,Excadrill,Tyranitar,Landorus-Therian,Alakazam,Ferrothorn,Latios,Alakazam,Scizor,Dragonite,Milotic,Virizion,Donphan,Tyranitar,Scizor
1735,Thundurus-Therian,Scizor,Ferrothorn,Starmie,Politoed,Keldeo-Resolute,Excadrill,Rotom-Wash,Tyranitar,Latias,Landorus-Therian,Alakazam,Thundurus-Therian,Rotom-Wash
1736,Tyranitar,Reuniclus,Heatran,Gliscor,Ferrothorn,Jellicent,Metagross,Jirachi,Landorus-Therian,Starmie,Mamoswine,Dragonite,Reuniclus,Landorus-Therian
1737,Thundurus-Therian,Ferrothorn,Mamoswine,Keldeo,Tentacruel,Politoed,Lucario,Conkeldurr,Terrakion,Keldeo,Scrafty,Infernape,Politoed,Infernape
1738,Tyranitar,Keldeo,Landorus-Therian,Alakazam,Ferrothorn,Latios,Thundurus-Therian,Ferrothorn,Tentacruel,Politoed,Keldeo-Resolute,Latios,Ferrothorn,Politoed
1739,Excadrill,Tyranitar,Landorus-Therian,Clefable,Slowbro,Latios,Excadrill,Rotom-Wash,Tyranitar,Landorus-Therian,Heatran,Latios,Latios,Rotom-Wash
1740,Kyurem-Black,Magnezone,Jirachi,Reuniclus,Garchomp,Latios,Riolu,Forretress,Gengar,Starmie,Politoed,Shedinja,Magnezone,Forretress
1741,Conkeldurr,Tyranitar,Landorus-Therian,Sharpedo,Politoed,Dragonite,Xatu,Excadrill,Ninetales,Volcarona,Victini,Cresselia,Politoed,Ninetales
1742,Thundurus-Therian,Politoed,Landorus-Therian,Keldeo,Tentacruel,Ferrothorn,Scizor,Tyranitar,Mienshao,Landorus-Therian,Ferrothorn,Slowbro,Ferrothorn,Ferrothorn
1743,Ferrothorn,Azumarill,Tornadus,Tentacruel,Politoed,Garchomp,Excadrill,Celebi,Tyranitar,Gliscor,Garchomp,Slowbro,Ferrothorn,Gliscor
1744,Breloom,Scizor,Volcarona,Starmie,Garchomp,Dragonite,Excadrill,Tyranitar,Landorus-Therian,Keldeo,Ferrothorn,Latios,Garchomp,Landorus-Therian
1745,Bronzong,Hippowdon,Skarmory,Latias,Clefable,Latios,Tyranitar,Landorus-Therian,Reuniclus,Keldeo,Ferrothorn,Latios,Hippowdon,Landorus-Therian
1746,Breloom,Tyranitar,Skarmory,Hydreigon,Dugtrio,Alakazam,Forretress,Darmanitan,Ninetales,Raikou,Victreebel,Shiftry,Skarmory,Shiftry
1747,Toxicroak,Ferrothorn,Tornadus,Keldeo,Starmie,Politoed,Thundurus-Therian,Scizor,Hydreigon,Jirachi,Starmie,Garchomp,Ferrothorn,Hydreigon
1748,Toxicroak,Jirachi,Tornadus,Keldeo,Politoed,Garchomp,Breloom,Scizor,Sableye,Tyranitar,Skarmory,Keldeo,Politoed,Skarmory
1749,Forretress,Breloom,Scizor,Tyranitar,Hydreigon,Reuniclus,Scizor,Volcarona,Starmie,Politoed,Garchomp,Dragonite,Forretress,Politoed
1750,Ferrothorn,Jirachi,Tornadus,Tentacruel,Politoed,Garchomp,Scizor,Kyurem-Black,Salamence,Magnezone,Mamoswine,Latios,Politoed,Latios
1751,Breloom,Tyranitar,Skarmory,Gastrodon,Jirachi,Landorus-Therian,Jirachi,Landorus-Therian,Alakazam,Ferrothorn,Garchomp,Jellicent,Tyranitar,Alakazam
1752,Breloom,Bronzong,Tyranitar,Dusclops,Reuniclus,Infernape,Rotom-Wash,Tyranitar,Alakazam,Ferrothorn,Garchomp,Latios,Infernape,Rotom-Wash
1753,Tyranitar,Skarmory,Alakazam,Amoonguss,Garchomp,Jellicent,Excadrill,Tyranitar,Landorus-Therian,Alakazam,Ferrothorn,Latios,Jellicent,Landorus-Therian
1754,Gallade,Salamence,Jirachi,Blastoise,Jolteon,Dragonite,Excadrill,Rotom-Wash,Tyranitar,Latias,Reuniclus,Amoonguss,Gallade,Amoonguss
1755,Swampert,Hitmontop,Magnezone,Gyarados,Dodrio,Raikou,Rotom-Wash,Tyranitar,Landorus-Therian,Alakazam,Ferrothorn,Latios,Swampert,Tyranitar
1756,Starmie,Tyranitar,Skarmory,Heatran,Gliscor,Amoonguss,Thundurus-Therian,Ferrothorn,Mamoswine,Tentacruel,Politoed,Latios,Tyranitar,Mamoswine
1757,Aerodactyl,Breloom,Gengar,Scizor,Starmie,Dragonite,Forretress,Cresselia,Abomasnow,Umbreon,Gliscor,Tentacruel,Scizor,Abomasnow
1758,Jirachi,Dugtrio,Pelipper,Gliscor,Tentacruel,Politoed,Tangrowth,Landorus-Therian,Heatran,Sharpedo,Garchomp,Latios,Politoed,Latios
1759,Xatu,Golurk,Terrakion,Jirachi,Keldeo,Ferrothorn,Excadrill,Xatu,Salamence,Volcarona,Ninetales,Heatran,Golurk,Ninetales
1760,Rotom-Wash,Tyranitar,Terrakion,Landorus-Therian,Ferrothorn,Latios,Thundurus-Therian,Ferrothorn,Mamoswine,Tentacruel,Politoed,Latios,Landorus-Therian,Ferrothorn
1761,Forretress,Abomasnow,Blissey,Reuniclus,Gliscor,Latios,Excadrill,Rotom-Wash,Tyranitar,Celebi,Skarmory,Terrakion,Abomasnow,Terrakion
1762,Tyranitar,Skarmory,Latios,Landorus-Therian,Alakazam,Jellicent,Haxorus,Scizor,Rotom-Wash,Landorus-Therian,Starmie,Garchomp,Skarmory,Landorus-Therian
1763,Kyurem-Black,Salamence,Magnezone,Jirachi,Garchomp,Latios,Bronzong,Gallade,Conkeldurr,Reuniclus,Dragonite,Jellicent,Jirachi,Bronzong
